#{"t_start": 1786405644.1359944, "env_id": "None"}
r,l,t,completed,distance_failure,time_failure,joint_success,position_success,attitude_success,curriculum_progress,curriculum_ceiling,curriculum_rehearsal,curriculum_rotation_progress,curriculum_translation_progress,episode_shell_outer_m,episode_target_tumble_scale
-54.182706,1221,6080.511548,False,True,False,False,False,False,0.010902229639719992,0.11912636363636364,False,0.024227176977155537,0.0,3.0,0.25
-41.560775,814,6102.038495,False,True,False,False,False,False,0.05659075617687659,0.12023636363636364,False,0.12575723594861463,0.0,3.0,0.30000000000000004
-71.921801,1882,6150.301459,False,True,False,False,False,False,0.06930500269270583,0.12097636363636363,False,0.15401111709490184,0.0,3.0,0.30000000000000004
-68.260525,2000,6199.641223,False,False,True,False,False,False,0.03373473738373304,0.12268727272727273,False,0.0749660830749623,0.0,3.0,0.25
-53.115033,1203,6228.402641,False,True,False,False,False,False,0.055000256346923466,0.12450545454545454,False,0.12222279188205215,0.0,3.0,0.30000000000000004
-55.472531,1302,6259.901066,False,True,False,False,False,False,0.04122870326441721,0.1255990909090909,False,0.0916193405875938,0.0,3.0,0.25
-54.060949,1200,6288.617047,False,True,False,False,False,False,0.009648087743157044,0.12678272727272727,False,0.02144019498479343,0.0,3.0,0.25
-68.477177,1915,6333.799958,False,True,False,False,False,False,0.11852597173893728,0.12787363636363636,True,0.2633910483087495,0.0,3.0,0.30000000000000004
-51.507391,1101,6357.525832,False,True,False,False,False,False,0.07361882818611182,0.12961454545454545,False,0.16359739596913736,0.0,3.0,0.30000000000000004
-51.972137,1027,6381.076732,False,True,False,False,False,False,0.0648728412606586,0.13061545454545453,False,0.14416186946813023,0.0,3.0,0.30000000000000004
-56.484941,1525,6416.376568,False,True,False,False,False,False,0.03609002221479284,0.13154909090909092,False,0.08020004936620631,0.0,3.0,0.25
-42.643602,941,6436.539201,False,True,False,False,False,False,0.09875661693562686,0.13293545454545455,False,0.21945914874583747,0.0,3.0,0.30000000000000004
-62.09672,1570,6470.8996,False,True,False,False,False,False,0.11127772548312562,0.1337909090909091,False,0.24728383440694582,0.0,3.0,0.30000000000000004
-66.327761,1671,6516.561851,False,True,False,False,False,False,0.08762238958867144,0.13521818181818182,True,0.19471642130815875,0.0,3.0,0.30000000000000004
-63.767014,1674,6562.643989,False,True,False,False,False,False,0.06447687084114612,0.13673727272727274,False,0.14328193520254692,0.0,3.0,0.30000000000000004
-50.348024,2000,6619.222079,False,False,True,False,False,False,0.02202703385270274,0.13825909090909091,False,0.048948964117117195,0.0,3.0,0.25
-70.578859,1528,6664.994537,False,True,False,False,False,False,0.07491508853454618,0.14007727272727272,True,0.1664779745212137,0.0,3.0,0.30000000000000004
-62.635626,1486,6707.228692,False,True,False,False,False,False,0.07173443144991788,0.14146636363636364,True,0.15940984766648417,0.0,3.0,0.30000000000000004
-60.203475,1763,6755.917359,False,True,False,False,False,False,0.11199442611717918,0.14281727272727274,False,0.2488765024826204,0.0,3.0,0.30000000000000004
-52.523833,2000,6811.85192,False,False,True,False,False,False,0.04025006549087761,0.14442,False,0.08944458997972803,0.0,3.0,0.25
-64.823371,2000,6867.46022,False,False,True,False,False,False,0.09559588078942892,0.14623818181818182,False,0.21243529064317537,0.0,3.0,0.30000000000000004
-56.323322,1343,6904.606915,False,True,False,False,False,False,0.09095562489138695,0.14805636363636362,False,0.20212361086974878,0.0,3.0,0.30000000000000004
-69.881893,1995,6959.275879,False,True,False,False,False,False,0.071257168636531,0.14927727272727273,False,0.15834926363673557,0.0,3.0,0.30000000000000004
-60.123683,2000,7015.053088,False,False,True,False,False,False,0.08230319455712737,0.15109090909090908,False,0.18289598790472747,0.0,3.0,0.30000000000000004
-42.653364,2000,7070.201501,False,False,True,False,False,False,0.04160783731682272,0.1529090909090909,False,0.09246186070405049,0.0,3.0,0.25
-56.77457,2000,7123.999119,False,False,True,False,False,False,0.07621570809369926,0.15472727272727274,False,0.16936824020822058,0.0,3.0,0.30000000000000004
-46.841324,2000,7177.630975,False,False,True,False,False,False,0.1483774211873575,0.15654545454545454,False,0.3297276026385722,0.0,3.0,0.35000000000000003
-43.920751,2000,7231.322773,False,False,True,False,False,False,0.14660634554702157,0.15836363636363637,False,0.32579187899338125,0.0,3.0,0.35000000000000003
-42.683232,2000,7277.154412,False,False,True,False,False,False,0.06016321827703597,0.16018181818181818,False,0.13369604061563548,0.0,3.0,0.30000000000000004
-55.134281,2000,7321.892057,False,False,True,False,False,False,0.08157419713917322,0.162,False,0.18127599364260713,0.0,3.0,0.30000000000000004
-49.585067,2000,7366.486283,False,False,True,False,False,False,0.07064468644418068,0.1638181818181818,False,0.15698819209817927,0.0,3.0,0.30000000000000004
