#{"t_start": 1786621830.1048653, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase
-29.082708,134,2377.668279,False,False,True,False,False,0
-56.982365,312,2380.895725,False,False,True,False,False,0
-40.359374,562,2386.909661,False,False,True,False,False,0
-21.599206,99,2387.84701,False,False,True,False,False,0
-25.935718,128,2389.131034,False,False,True,False,False,0
-34.774522,116,2390.376571,False,False,True,False,False,0
-42.049622,120,2391.693527,False,False,True,False,False,0
-34.966835,357,2395.392307,False,False,True,False,False,0
-25.21773,263,2398.114225,False,False,True,False,False,0
-63.444608,568,2403.940958,False,False,True,False,False,0
-31.432262,97,2405.032416,False,False,True,False,False,0
-19.88726,109,2406.08292,False,False,True,False,False,0
-38.676766,178,2407.906847,False,False,True,False,False,0
-31.598965,360,2411.820345,False,False,True,False,False,0
-23.368018,175,2413.641821,False,False,True,False,False,0
-191.522671,449,2418.305628,False,False,True,False,False,0
-57.993827,216,2420.545198,False,False,True,False,False,0
-21.489144,73,2421.335725,False,False,True,False,False,0
-36.336123,195,2423.382083,False,False,True,False,False,0
-24.202873,143,2424.800348,False,False,True,False,False,0
-28.801542,203,2426.959407,False,False,True,False,False,0
-20.41437,193,2428.939838,False,False,True,False,False,0
-54.62234,360,2432.768086,False,False,True,False,False,0
-86.778563,436,2437.430082,False,False,True,True,False,0
-24.227412,209,2439.650659,False,False,True,False,False,0
-61.241164,414,2444.198461,False,False,True,False,False,0
-29.49554,89,2445.069513,False,False,True,False,False,0
-38.366915,407,2449.564179,False,False,True,False,False,0
-24.404444,187,2451.58866,False,False,True,False,False,0
-28.253418,185,2453.769923,False,False,True,False,False,0
-64.926129,277,2456.94014,False,False,True,False,False,0
-22.498509,83,2457.759602,False,False,True,False,False,0
-26.209087,173,2459.743008,False,False,True,False,False,0
-81.218757,595,2466.448653,False,False,True,False,False,0
-108.814093,621,2473.441822,False,False,True,False,False,0
-21.367402,154,2474.97865,False,False,True,False,False,0
-34.581033,169,2476.803617,False,False,True,False,False,0
-23.051695,112,2477.892729,False,False,True,False,False,0
-24.229176,150,2479.519981,False,False,True,False,False,0
-23.810856,266,2482.463805,False,False,True,False,False,0
-22.471059,92,2483.419983,False,False,True,False,False,0
-38.90247,233,2485.841547,False,False,True,False,False,0
-23.40609,283,2488.792407,False,False,True,False,False,0
-23.026305,110,2489.886739,False,False,True,False,False,0
-33.667863,204,2492.065903,False,False,True,False,False,0
-38.985854,180,2493.877352,False,False,True,False,False,0
-99.824842,799,2502.394052,False,False,True,False,False,0
-39.648979,128,2503.611149,False,False,True,False,False,0
-119.022842,523,2509.112982,False,False,True,False,False,0
-44.132663,193,2511.201758,False,False,True,False,False,0
-59.582947,341,2514.661481,False,False,True,False,False,0
-61.8429,317,2518.324847,False,False,True,False,False,0
-21.77702,140,2519.760047,False,False,True,False,False,0
-73.324975,840,2528.368053,False,False,True,False,False,0
-29.398964,139,2529.864905,False,False,True,False,False,0
-79.78237,484,2534.86738,False,False,True,False,False,0
-21.176389,98,2536.041518,False,False,True,False,False,0
-34.792989,124,2537.247091,False,False,True,False,False,0
-31.528347,142,2538.721753,False,False,True,False,False,0
-78.17308,367,2542.579229,False,False,True,False,False,0
-65.3004,320,2545.990123,False,False,True,False,False,0
-21.55889,182,2548.053816,False,False,True,False,False,0
-32.868842,145,2549.606543,False,False,True,False,False,0
-28.739331,260,2552.281514,False,False,True,False,False,0
-30.488371,139,2553.650659,False,False,True,False,False,0
-25.369784,117,2554.904963,False,False,True,False,False,0
-24.339859,149,2556.518498,False,False,True,False,False,0
-66.947983,371,2560.394601,False,False,True,False,False,0
-23.191659,164,2562.133135,False,False,True,False,False,0
-34.972365,60,2562.844964,False,False,True,False,False,0
-48.000026,216,2565.021518,False,False,True,False,False,0
-72.875376,282,2568.018526,False,False,True,False,False,0
-35.261347,148,2569.509258,False,False,True,False,False,0
-21.021327,93,2570.439669,False,False,True,False,False,0
-61.495479,423,2574.806898,False,False,True,False,False,0
-61.125901,240,2577.331812,False,False,True,False,False,0
-51.359859,379,2581.379191,False,False,True,False,False,0
